year,agg_level_desc,state_name,state_fips_code,county_name,county_code,county_ansi,commodity_desc,value,unit_desc
1950,COUNTY,TENNESSEE,47,FAYETTE,047,047,SOYBEANS,14.5,BU / ACRE
1950,COUNTY,TENNESSEE,47,HAMILTON,065,065,WHEAT,11,BU / ACRE
1950,COUNTY,MISSOURI,29,GRUNDY,079,079,CORN,43.3,BU / ACRE
1950,COUNTY,TENNESSEE,47,HANCOCK,067,067,WHEAT,11,BU / ACRE
1950,COUNTY,MISSOURI,29,FRANKLIN,071,071,CORN,46.9,BU / ACRE
1950,COUNTY,TENNESSEE,47,HAWKINS,073,073,WHEAT,12,BU / ACRE
1950,COUNTY,MISSOURI,29,FRANKLIN,071,071,SOYBEANS,15.8,BU / ACRE
1950,COUNTY,MISSOURI,29,NEW MADRID,143,143,WHEAT,12.2,BU / ACRE
1950,COUNTY,TENNESSEE,47,LAKE,095,095,SOYBEANS,27.5,BU / ACRE
1950,COUNTY,TENNESSEE,47,JEFFERSON,089,089,WHEAT,14,BU / ACRE
1950,COUNTY,MISSOURI,29,ST CHARLES,183,183,SOYBEANS,19.8,BU / ACRE
1950,COUNTY,MISSOURI,29,PEMISCOT,155,155,WHEAT,20.5,BU / ACRE
1950,COUNTY,MISSOURI,29,DE KALB,063,063,CORN,46.4,BU / ACRE
1950,COUNTY,TENNESSEE,47,JOHNSON,091,091,WHEAT,13,BU / ACRE
1950,COUNTY,MISSOURI,29,WASHINGTON,221,221,CORN,31.1,BU / ACRE
1950,COUNTY,TENNESSEE,47,KNOX,093,093,WHEAT,14,BU / ACRE
1950,COUNTY,MISSOURI,29,DENT,065,065,CORN,36,BU / ACRE
1950,COUNTY,MISSOURI,29,KNOX,103,103,WHEAT,17.1,BU / ACRE
1950,COUNTY,MISSOURI,29,CRAWFORD,055,055,CORN,30.6,BU / ACRE
1950,COUNTY,MISSOURI,29,SCOTT,201,201,WHEAT,13.5,BU / ACRE
1950,COUNTY,MISSOURI,29,LEWIS,111,111,CORN,49.4,BU / ACRE
1950,COUNTY,TENNESSEE,47,LOUDON,105,105,WHEAT,12,BU / ACRE
1950,COUNTY,MISSOURI,29,NODAWAY,147,147,CORN,56.3,BU / ACRE
1950,COUNTY,TENNESSEE,47,MCMINN,107,107,WHEAT,11,BU / ACRE
1950,COUNTY,MISSOURI,29,HOWARD,089,089,CORN,42,BU / ACRE
1950,COUNTY,MISSOURI,29,STODDARD,207,207,WHEAT,12.5,BU / ACRE
1950,COUNTY,TENNESSEE,47,PUTNAM,141,141,SOYBEANS,17,BU / ACRE
1950,COUNTY,TENNESSEE,47,MEIGS,121,121,WHEAT,11,BU / ACRE
1950,COUNTY,MISSOURI,29,JOHNSON,101,101,CORN,37.2,BU / ACRE
1950,COUNTY,TENNESSEE,47,MONROE,123,123,WHEAT,11,BU / ACRE
1950,COUNTY,MISSOURI,29,CAPE GIRARDEAU,031,031,CORN,46.3,BU / ACRE
1950,COUNTY,MISSOURI,29,LEWIS,111,111,WHEAT,23.6,BU / ACRE
1950,COUNTY,MISSOURI,29,PHELPS,161,161,SOYBEANS,13.5,BU / ACRE
1950,COUNTY,MISSOURI,29,MARION,127,127,WHEAT,21.1,BU / ACRE
1950,COUNTY,MISSOURI,29,LACLEDE,105,105,CORN,36.8,BU / ACRE
1950,COUNTY,OKLAHOMA,40,BEAVER,007,007,WHEAT,3.3,BU / ACRE
1950,COUNTY,MISSOURI,29,BENTON,015,015,CORN,34.8,BU / ACRE
1950,COUNTY,TENNESSEE,47,POLK,139,139,WHEAT,11,BU / ACRE
1950,COUNTY,MISSOURI,29,MACON,121,121,CORN,49.2,BU / ACRE
1950,COUNTY,TENNESSEE,47,RHEA,143,143,WHEAT,11,BU / ACRE
1950,STATE,ARKANSAS,05,"",   ,   ,SOYBEANS,21.5,BU / ACRE
1950,COUNTY,TENNESSEE,47,ROANE,145,145,WHEAT,11,BU / ACRE
1950,COUNTY,MISSOURI,29,LINN,115,115,CORN,46.3,BU / ACRE
1950,COUNTY,OKLAHOMA,40,CIMARRON,025,025,WHEAT,3.4,BU / ACRE
1950,COUNTY,MISSOURI,29,BUTLER,023,023,SOYBEANS,16.8,BU / ACRE
1950,COUNTY,TENNESSEE,47,SEVIER,155,155,WHEAT,12,BU / ACRE
1950,COUNTY,TENNESSEE,47,CHEATHAM,021,021,SOYBEANS,18.4,BU / ACRE
1950,COUNTY,TENNESSEE,47,SULLIVAN,163,163,WHEAT,14,BU / ACRE
1950,COUNTY,MISSOURI,29,OSAGE,151,151,SOYBEANS,21,BU / ACRE
1950,COUNTY,TENNESSEE,47,UNICOI,171,171,WHEAT,14,BU / ACRE
1950,COUNTY,MISSOURI,29,GENTRY,075,075,CORN,48.9,BU / ACRE
1950,COUNTY,TENNESSEE,47,UNION,173,173,WHEAT,11,BU / ACRE
1950,COUNTY,MISSOURI,29,BOLLINGER,017,017,SOYBEANS,12.4,BU / ACRE
1950,COUNTY,TENNESSEE,47,WASHINGTON,179,179,WHEAT,14,BU / ACRE
1950,COUNTY,TENNESSEE,47,LAUDERDALE,097,097,SOYBEANS,25,BU / ACRE
1950,COUNTY,OKLAHOMA,40,ELLIS,045,045,WHEAT,4.8,BU / ACRE
1950,COUNTY,MISSOURI,29,MARION,127,127,CORN,52.6,BU / ACRE
1950,STATE,ARKANSAS,05,"",   ,   ,WHEAT,14,BU / ACRE
1950,COUNTY,MISSOURI,29,HOWELL,091,091,CORN,37.6,BU / ACRE
1950,COUNTY,OKLAHOMA,40,HARPER,059,059,WHEAT,4.8,BU / ACRE
1950,COUNTY,MISSOURI,29,BARRY,009,009,CORN,37.9,BU / ACRE
1950,STATE,MISSOURI,29,"",   ,   ,WHEAT,17.5,BU / ACRE
1950,COUNTY,MISSOURI,29,DADE,057,057,CORN,31.6,BU / ACRE
1950,STATE,OKLAHOMA,40,"",   ,   ,WHEAT,9,BU / ACRE
1950,COUNTY,MISSOURI,29,LAFAYETTE,107,107,CORN,55.3,BU / ACRE
1950,COUNTY,MISSOURI,29,MONROE,137,137,WHEAT,15.6,BU / ACRE
1950,COUNTY,MISSOURI,29,GASCONADE,073,073,SOYBEANS,18.3,BU / ACRE
1950,COUNTY,OKLAHOMA,40,TEXAS,139,139,WHEAT,6,BU / ACRE
1950,COUNTY,MISSOURI,29,LIVINGSTON,117,117,CORN,46.8,BU / ACRE
1950,STATE,TENNESSEE,47,"",   ,   ,WHEAT,12.5,BU / ACRE
1950,COUNTY,MISSOURI,29,GASCONADE,073,073,CORN,38.7,BU / ACRE
1950,COUNTY,ARKANSAS,05,BENTON,007,007,SOYBEANS,17,BU / ACRE
1950,COUNTY,TENNESSEE,47,HARDEMAN,069,069,SOYBEANS,15,BU / ACRE
1950,COUNTY,ARKANSAS,05,BOONE,009,009,SOYBEANS,16,BU / ACRE
1950,COUNTY,MISSOURI,29,HARRISON,081,081,CORN,50.4,BU / ACRE
1950,COUNTY,ARKANSAS,05,NEWTON,101,101,SOYBEANS,17,BU / ACRE
1950,COUNTY,MISSOURI,29,MARIES,125,125,CORN,34.1,BU / ACRE
1950,COUNTY,ARKANSAS,05,WASHINGTON,143,143,SOYBEANS,16,BU / ACRE
1950,COUNTY,TENNESSEE,47,HARDIN,071,071,SOYBEANS,15.9,BU / ACRE
1950,COUNTY,OKLAHOMA,40,BECKHAM,009,009,WHEAT,7,BU / ACRE
1950,COUNTY,MISSOURI,29,CAPE GIRARDEAU,031,031,SOYBEANS,19.9,BU / ACRE
1950,COUNTY,ARKANSAS,05,BAXTER,005,005,SOYBEANS,17,BU / ACRE
1950,COUNTY,TENNESSEE,47,OBION,131,131,SOYBEANS,21,BU / ACRE
1950,COUNTY,ARKANSAS,05,CLEBURNE,023,023,SOYBEANS,17,BU / ACRE
1950,COUNTY,TENNESSEE,47,OTHER (COMBINED) COUNTIES,998,   ,SOYBEANS,16,BU / ACRE
1950,COUNTY,ARKANSAS,05,FULTON,049,049,SOYBEANS,17,BU / ACRE
1950,COUNTY,MISSOURI,29,DADE,057,057,SOYBEANS,13,BU / ACRE
1950,COUNTY,ARKANSAS,05,IZARD,065,065,SOYBEANS,15,BU / ACRE
1950,COUNTY,MISSOURI,29,JEFFERSON,099,099,CORN,40.8,BU / ACRE
1950,COUNTY,ARKANSAS,05,MARION,089,089,SOYBEANS,18,BU / ACRE
1950,COUNTY,MISSOURI,29,ST FRANCOIS,187,187,SOYBEANS,14,BU / ACRE
1950,COUNTY,MISSOURI,29,PIKE,163,163,WHEAT,20.1,BU / ACRE
1950,COUNTY,MISSOURI,29,OREGON,149,149,CORN,36,BU / ACRE
1950,COUNTY,OKLAHOMA,40,BLAINE,011,011,WHEAT,7,BU / ACRE
1950,COUNTY,MISSOURI,29,HOLT,087,087,CORN,56.8,BU / ACRE
1950,COUNTY,ARKANSAS,05,SHARP,135,135,SOYBEANS,18,BU / ACRE
1950,COUNTY,TENNESSEE,47,WHITE,185,185,SOYBEANS,18,BU / ACRE
1950,COUNTY,ARKANSAS,05,STONE,137,137,SOYBEANS,17,BU / ACRE
1950,COUNTY,MISSOURI,29,PIKE,163,163,CORN,54.7,BU / ACRE
1950,COUNTY,OKLAHOMA,40,CUSTER,039,039,WHEAT,8,BU / ACRE
1950,COUNTY,MISSOURI,29,PETTIS,159,159,SOYBEANS,18.4,BU / ACRE
1950,COUNTY,ARKANSAS,05,VAN BUREN,141,141,SOYBEANS,17,BU / ACRE
1950,COUNTY,MISSOURI,29,JEFFERSON,099,099,SOYBEANS,15.2,BU / ACRE
1950,COUNTY,OKLAHOMA,40,DEWEY,043,043,WHEAT,6.5,BU / ACRE
1950,COUNTY,MISSOURI,29,NEW MADRID,143,143,CORN,37.7,BU / ACRE
1950,COUNTY,ARKANSAS,05,CLAY,021,021,SOYBEANS,18,BU / ACRE
1950,COUNTY,MISSOURI,29,CHRISTIAN,043,043,CORN,41.1,BU / ACRE
1950,COUNTY,ARKANSAS,05,CRAIGHEAD,031,031,SOYBEANS,21,BU / ACRE
1950,COUNTY,TENNESSEE,47,OTHER (COMBINED) COUNTIES,998,   ,SOYBEANS,16.2,BU / ACRE
1950,COUNTY,MISSOURI,29,RALLS,173,173,WHEAT,18.1,BU / ACRE
1950,COUNTY,MISSOURI,29,DUNKLIN,069,069,SOYBEANS,25.2,BU / ACRE
1950,COUNTY,MISSOURI,29,SCOTLAND,199,199,WHEAT,15.1,BU / ACRE
1950,COUNTY,TENNESSEE,47,OTHER (COMBINED) COUNTIES,998,   ,SOYBEANS,16.4,BU / ACRE
1950,COUNTY,OKLAHOMA,40,ROGER MILLS,129,129,WHEAT,4.5,BU / ACRE
1950,COUNTY,MISSOURI,29,MERCER,129,129,CORN,39.9,BU / ACRE
1950,COUNTY,OKLAHOMA,40,WASHITA,149,149,WHEAT,10.5,BU / ACRE
1950,COUNTY,TENNESSEE,47,TIPTON,167,167,SOYBEANS,19,BU / ACRE
1950,COUNTY,ARKANSAS,05,GREENE,055,055,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,IRON,093,093,SOYBEANS,11,BU / ACRE
1950,COUNTY,ARKANSAS,05,INDEPENDENCE,063,063,SOYBEANS,19,BU / ACRE
1950,COUNTY,MISSOURI,29,REYNOLDS,179,179,CORN,28,BU / ACRE
1950,COUNTY,ARKANSAS,05,JACKSON,067,067,SOYBEANS,19,BU / ACRE
1950,COUNTY,TENNESSEE,47,OTHER (COMBINED) COUNTIES,998,   ,SOYBEANS,18.7,BU / ACRE
1950,COUNTY,ARKANSAS,05,LAWRENCE,075,075,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,MONITEAU,135,135,CORN,38.9,BU / ACRE
1950,COUNTY,OKLAHOMA,40,CADDO,015,015,WHEAT,10.5,BU / ACRE
1950,COUNTY,MISSOURI,29,OZARK,153,153,CORN,28,BU / ACRE
1950,COUNTY,ARKANSAS,05,MISSISSIPPI,093,093,SOYBEANS,24,BU / ACRE
1950,COUNTY,MISSOURI,29,RALLS,173,173,CORN,38.4,BU / ACRE
1950,COUNTY,ARKANSAS,05,POINSETT,111,111,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,ST CLAIR,185,185,CORN,34.6,BU / ACRE
1950,COUNTY,OKLAHOMA,40,COMANCHE,031,031,WHEAT,9.5,BU / ACRE
1950,COUNTY,MISSOURI,29,MADISON,123,123,CORN,35.5,BU / ACRE
1950,COUNTY,ARKANSAS,05,RANDOLPH,121,121,SOYBEANS,20,BU / ACRE
1950,COUNTY,TENNESSEE,47,HUMPHREYS,085,085,SOYBEANS,21,BU / ACRE
1950,COUNTY,ARKANSAS,05,WHITE,145,145,SOYBEANS,18,BU / ACRE
1950,COUNTY,MISSOURI,29,ANDREW,003,003,CORN,53.1,BU / ACRE
1950,COUNTY,MISSOURI,29,SHELBY,205,205,WHEAT,15.6,BU / ACRE
1950,COUNTY,MISSOURI,29,PEMISCOT,155,155,CORN,34.2,BU / ACRE
1950,COUNTY,MISSOURI,29,CEDAR,039,039,WHEAT,19,BU / ACRE
1950,COUNTY,MISSOURI,29,ST LOUIS,189,189,SOYBEANS,24.2,BU / ACRE
1950,COUNTY,OKLAHOMA,40,COTTON,033,033,WHEAT,9,BU / ACRE
1950,COUNTY,TENNESSEE,47,HAYWOOD,075,075,SOYBEANS,18.5,BU / ACRE
1950,COUNTY,ARKANSAS,05,CRAWFORD,033,033,SOYBEANS,19,BU / ACRE
1950,COUNTY,MISSOURI,29,MORGAN,141,141,CORN,33.1,BU / ACRE
1950,COUNTY,ARKANSAS,05,FRANKLIN,047,047,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,PUTNAM,171,171,CORN,35.5,BU / ACRE
1950,COUNTY,OKLAHOMA,40,GREER,055,055,WHEAT,10,BU / ACRE
1950,STATE,MISSOURI,29,"",   ,   ,SOYBEANS,23,BU / ACRE
1950,COUNTY,ARKANSAS,05,JOHNSON,071,071,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,RIPLEY,181,181,CORN,29,BU / ACRE
1950,COUNTY,ARKANSAS,05,LOGAN,083,083,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,GREENE,077,077,CORN,37.4,BU / ACRE
1950,COUNTY,ARKANSAS,05,POLK,113,113,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,SCOTLAND,199,199,CORN,42.1,BU / ACRE
1950,COUNTY,OKLAHOMA,40,HARMON,057,057,WHEAT,12,BU / ACRE
1950,COUNTY,MISSOURI,29,GREENE,077,077,SOYBEANS,14.3,BU / ACRE
1950,COUNTY,ARKANSAS,05,POPE,115,115,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,MISSISSIPPI,133,133,SOYBEANS,24.7,BU / ACRE
1950,COUNTY,ARKANSAS,05,SCOTT,127,127,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,MONTGOMERY,139,139,CORN,44.9,BU / ACRE
1950,COUNTY,ARKANSAS,05,SEBASTIAN,131,131,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,PLATTE,165,165,CORN,50,BU / ACRE
1950,COUNTY,OKLAHOMA,40,JACKSON,065,065,WHEAT,13,BU / ACRE
1950,COUNTY,TENNESSEE,47,LAWRENCE,099,099,SOYBEANS,15,BU / ACRE
1950,COUNTY,ARKANSAS,05,YELL,149,149,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,RANDOLPH,175,175,CORN,40.9,BU / ACRE
1950,COUNTY,ARKANSAS,05,CONWAY,029,029,SOYBEANS,20,BU / ACRE
1950,COUNTY,TENNESSEE,47,BENTON,005,005,SOYBEANS,16.5,BU / ACRE
1950,COUNTY,MISSOURI,29,JACKSON,095,095,WHEAT,24.9,BU / ACRE
1950,COUNTY,MISSOURI,29,STE. GENEVIEVE,193,193,SOYBEANS,18,BU / ACRE
1950,COUNTY,MISSOURI,29,JOHNSON,101,101,WHEAT,17.5,BU / ACRE
1950,COUNTY,MISSOURI,29,MARIES,125,125,SOYBEANS,15,BU / ACRE
1950,COUNTY,OKLAHOMA,40,KIOWA,075,075,WHEAT,9,BU / ACRE
1950,COUNTY,MISSOURI,29,POLK,167,167,SOYBEANS,15.8,BU / ACRE
1950,COUNTY,ARKANSAS,05,FAULKNER,045,045,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,OZARK,153,153,SOYBEANS,10,BU / ACRE
1950,COUNTY,TENNESSEE,47,DYER,045,045,WHEAT,13,BU / ACRE
1950,COUNTY,TENNESSEE,47,COFFEE,031,031,SOYBEANS,20.4,BU / ACRE
1950,COUNTY,OKLAHOMA,40,TILLMAN,141,141,WHEAT,14,BU / ACRE
1950,COUNTY,MISSOURI,29,ATCHISON,005,005,CORN,51.6,BU / ACRE
1950,COUNTY,ARKANSAS,05,HOT SPRING,059,059,SOYBEANS,17,BU / ACRE
1950,COUNTY,MISSOURI,29,JASPER,097,097,SOYBEANS,17,BU / ACRE
1950,COUNTY,ARKANSAS,05,PERRY,105,105,SOYBEANS,19,BU / ACRE
1950,COUNTY,MISSOURI,29,BOONE,019,019,CORN,43.2,BU / ACRE
1950,COUNTY,ARKANSAS,05,PULASKI,119,119,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,SCOTT,201,201,CORN,38.8,BU / ACRE
1950,COUNTY,OKLAHOMA,40,ALFALFA,003,003,WHEAT,10.2,BU / ACRE
1950,STATE,OKLAHOMA,40,"",   ,   ,SOYBEANS,17,BU / ACRE
1950,COUNTY,OKLAHOMA,40,GARFIELD,047,047,WHEAT,8.8,BU / ACRE
1950,COUNTY,MISSOURI,29,LINCOLN,113,113,SOYBEANS,22.3,BU / ACRE
1950,COUNTY,ARKANSAS,05,SALINE,125,125,SOYBEANS,17,BU / ACRE
1950,COUNTY,TENNESSEE,47,HENDERSON,077,077,SOYBEANS,14,BU / ACRE
1950,COUNTY,OKLAHOMA,40,GRANT,053,053,WHEAT,10.2,BU / ACRE
1950,COUNTY,MISSOURI,29,RAY,177,177,CORN,48.5,BU / ACRE
1950,COUNTY,ARKANSAS,05,ARKANSAS,001,001,SOYBEANS,20,BU / ACRE
1950,COUNTY,TENNESSEE,47,CARROLL,017,017,SOYBEANS,17,BU / ACRE
1950,COUNTY,ARKANSAS,05,CRITTENDEN,035,035,SOYBEANS,24,BU / ACRE
1950,COUNTY,MISSOURI,29,OSAGE,151,151,CORN,47.8,BU / ACRE
1950,COUNTY,MISSOURI,29,LAFAYETTE,107,107,WHEAT,19,BU / ACRE
1950,COUNTY,MISSOURI,29,JASPER,097,097,CORN,33.2,BU / ACRE
1950,COUNTY,OKLAHOMA,40,KAY,071,071,WHEAT,13.5,BU / ACRE
1950,COUNTY,MISSOURI,29,PERRY,157,157,CORN,44.3,BU / ACRE
1950,COUNTY,ARKANSAS,05,CROSS,037,037,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,SHELBY,205,205,CORN,38.2,BU / ACRE
1950,COUNTY,ARKANSAS,05,LEE,077,077,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,BUCHANAN,021,021,CORN,44.6,BU / ACRE
1950,COUNTY,OKLAHOMA,40,MAJOR,093,093,WHEAT,5.5,BU / ACRE
1950,COUNTY,MISSOURI,29,NEW MADRID,143,143,SOYBEANS,25.2,BU / ACRE
1950,COUNTY,ARKANSAS,05,LONOKE,085,085,SOYBEANS,22,BU / ACRE
1950,COUNTY,MISSOURI,29,WARREN,219,219,SOYBEANS,24.3,BU / ACRE
1950,COUNTY,ARKANSAS,05,MONROE,095,095,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,TANEY,213,213,CORN,34.4,BU / ACRE
1950,COUNTY,MISSOURI,29,ST CLAIR,185,185,WHEAT,20.2,BU / ACRE
1950,COUNTY,MISSOURI,29,VERNON,217,217,CORN,34.6,BU / ACRE
1950,COUNTY,OKLAHOMA,40,NOBLE,103,103,WHEAT,10.2,BU / ACRE
1950,COUNTY,MISSOURI,29,STODDARD,207,207,CORN,30.7,BU / ACRE
1950,COUNTY,ARKANSAS,05,PHILLIPS,107,107,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,BARTON,011,011,CORN,38.4,BU / ACRE
1950,COUNTY,ARKANSAS,05,PRAIRIE,117,117,SOYBEANS,20,BU / ACRE
1950,COUNTY,MISSOURI,29,CALLAWAY,027,027,CORN,41.5,BU / ACRE
1950,COUNTY,OKLAHOMA,40,WOODS,151,151,WHEAT,9.7,BU / ACRE
1950,COUNTY,TENNESSEE,47,GIBSON,053,053,SOYBEANS,15.5,BU / ACRE
1950,COUNTY,ARKANSAS,05,SAINT FRANCIS,123,123,SOYBEANS,22,BU / ACRE
1950,COUNTY,MISSOURI,29,BARTON,011,011,SOYBEANS,16,BU / ACRE
1950,COUNTY,ARKANSAS,05,WOODRUFF,147,147,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,LINCOLN,113,113,CORN,43.5,BU / ACRE
1950,COUNTY,ARKANSAS,05,HEMPSTEAD,057,057,SOYBEANS,16,BU / ACRE
1950,COUNTY,MISSOURI,29,MILLER,131,131,SOYBEANS,15.7,BU / ACRE
1950,COUNTY,MISSOURI,29,ATCHISON,005,005,WHEAT,17.2,BU / ACRE
1950,COUNTY,MISSOURI,29,SCHUYLER,197,197,CORN,34.9,BU / ACRE
1950,COUNTY,MISSOURI,29,BUCHANAN,021,021,WHEAT,19.6,BU / ACRE
1950,COUNTY,MISSOURI,29,WORTH,227,227,CORN,54.1,BU / ACRE
1950,COUNTY,MISSOURI,29,VERNON,217,217,WHEAT,17.5,BU / ACRE
1950,STATE,TENNESSEE,47,"",   ,   ,SOYBEANS,21,BU / ACRE
1950,COUNTY,MISSOURI,29,BENTON,015,015,WHEAT,14.3,BU / ACRE
1950,COUNTY,TENNESSEE,47,HENRY,079,079,SOYBEANS,14,BU / ACRE
1950,COUNTY,OKLAHOMA,40,WOODWARD,153,153,WHEAT,5,BU / ACRE
1950,COUNTY,MISSOURI,29,LAWRENCE,109,109,CORN,35.3,BU / ACRE
1950,COUNTY,ARKANSAS,05,HOWARD,061,061,SOYBEANS,16,BU / ACRE
1950,COUNTY,MISSOURI,29,RIPLEY,181,181,SOYBEANS,15.2,BU / ACRE
1950,COUNTY,ARKANSAS,05,LAFAYETTE,073,073,SOYBEANS,17,BU / ACRE
1950,COUNTY,MISSOURI,29,ST CHARLES,183,183,CORN,46.9,BU / ACRE
1950,COUNTY,OKLAHOMA,40,CANADIAN,017,017,WHEAT,9.5,BU / ACRE
1950,COUNTY,MISSOURI,29,BATES,013,013,CORN,39.9,BU / ACRE
1950,COUNTY,ARKANSAS,05,LITTLE RIVER,081,081,SOYBEANS,16,BU / ACRE
1950,COUNTY,MISSOURI,29,TEXAS,215,215,CORN,32.3,BU / ACRE
1950,COUNTY,ARKANSAS,05,MILLER,091,091,SOYBEANS,16,BU / ACRE
1950,COUNTY,MISSOURI,29,PETTIS,159,159,CORN,46.8,BU / ACRE
1950,COUNTY,MISSOURI,29,BOONE,019,019,WHEAT,18.3,BU / ACRE
1950,COUNTY,MISSOURI,29,CAMDEN,029,029,CORN,34.7,BU / ACRE
1950,COUNTY,OKLAHOMA,40,CLEVELAND,027,027,WHEAT,10,BU / ACRE
1950,COUNTY,TENNESSEE,47,FRANKLIN,051,051,SOYBEANS,18.1,BU / ACRE
1950,COUNTY,ARKANSAS,05,PIKE,109,109,SOYBEANS,16,BU / ACRE
